text,label
switch on kitchen light right now,LIGHT_ON
please start bathroom led please,LIGHT_ON
please switch off garage led,LIGHT_OFF
hey deactivate bathroom led please,LIGHT_OFF
deactivate bathroom lamp,LIGHT_OFF
please disable bedroom led for me,LIGHT_OFF
deactivate kitchen lights please,LIGHT_OFF
would you switch off light,LIGHT_OFF
hey enable lights please,LIGHT_ON
hey enable bathroom led for me,LIGHT_ON
please disable garage lamp,LIGHT_OFF
start kitchen light for me,LIGHT_ON
hey switch on kitchen lamp for me,LIGHT_ON
would you turn on office lamp for me,LIGHT_ON
please disable kitchen lights right now,LIGHT_OFF
hey switch off office led for me,LIGHT_OFF
please turn on garage led please,LIGHT_ON
could you enable garage light,LIGHT_ON
can you stop office lamp for me,LIGHT_OFF
could you disable living room light please,LIGHT_OFF
hey stop garage lights please,LIGHT_OFF
can you turn off kitchen lights,LIGHT_OFF
can you turn off bedroom lamp for me,LIGHT_OFF
could you power on lamp right now,LIGHT_ON
can you start hall led right now,LIGHT_ON
can you power off bedroom light right now,LIGHT_OFF
hey activate light,LIGHT_ON
please power off office led,LIGHT_OFF
could you start kitchen lights for me,LIGHT_ON
deactivate office light for me,LIGHT_OFF
what time is it,UNKNOWN
hey activate kitchen light,LIGHT_ON
switch off kitchen lamp,LIGHT_OFF
switch on bathroom led for me,LIGHT_ON
please switch off led right now,LIGHT_OFF
would you enable bedroom lamp for me,LIGHT_ON
hey enable garage light right now,LIGHT_ON
could you stop bedroom led,LIGHT_OFF
please power off office lamp for me,LIGHT_OFF
please switch on bathroom lamp,LIGHT_ON
stop bedroom lamp please,LIGHT_OFF
could you switch off garage led right now,LIGHT_OFF
would you power off garage led right now,LIGHT_OFF
could you disable living room led for me,LIGHT_OFF
would you power off bedroom lamp,LIGHT_OFF
hey switch off kitchen lamp please,LIGHT_OFF
please deactivate lights for me,LIGHT_OFF
would you disable light,LIGHT_OFF
enable lights for me,LIGHT_ON
would you power on office light right now,LIGHT_ON
could you disable led right now,LIGHT_OFF
can you disable garage led right now,LIGHT_OFF
could you power on living room lights,LIGHT_ON
could you disable light please,LIGHT_OFF
enable hall lamp,LIGHT_ON
can you stop bedroom lamp,LIGHT_OFF
disable garage lamp,LIGHT_OFF
could you switch off office lights for me,LIGHT_OFF
can you switch off lights right now,LIGHT_OFF
disable bedroom lights right now,LIGHT_OFF
can you stop garage lights for me,LIGHT_OFF
can you switch on office lights for me,LIGHT_ON
could you turn on bathroom led right now,LIGHT_ON
can you activate garage led right now,LIGHT_ON
start office led please,LIGHT_ON
please turn off hall lamp please,LIGHT_OFF
can you stop lights,LIGHT_OFF
could you enable living room led right now,LIGHT_ON
turn on lamp please,LIGHT_ON
could you switch off bathroom lights,LIGHT_OFF
would you switch on garage light,LIGHT_ON
please switch on bedroom led,LIGHT_ON
please disable bedroom lamp,LIGHT_OFF
turn on hall lamp,LIGHT_ON
turn off bathroom lights right now,LIGHT_OFF
please disable kitchen light please,LIGHT_OFF
please deactivate living room light for me,LIGHT_OFF
can you power off led,LIGHT_OFF
enable light please,LIGHT_ON
hey switch off hall lights right now,LIGHT_OFF
please disable office led,LIGHT_OFF
please disable bathroom led for me,LIGHT_OFF
would you stop office lamp please,LIGHT_OFF
hey stop office light right now,LIGHT_OFF
please activate office light,LIGHT_ON
hey power off bathroom lamp,LIGHT_OFF
power off kitchen light for me,LIGHT_OFF
could you turn on office light,LIGHT_ON
could you turn off kitchen lights for me,LIGHT_OFF
could you switch off lights for me,LIGHT_OFF
hey switch on bathroom light,LIGHT_ON
would you turn off bedroom led,LIGHT_OFF
can you disable garage light,LIGHT_OFF
please power on office lamp,LIGHT_ON
please switch on bedroom light for me,LIGHT_ON
hey turn on lamp,LIGHT_ON
switch on kitchen led,LIGHT_ON
hey enable office led please,LIGHT_ON
can you turn on led right now,LIGHT_ON
please power on bedroom lamp,LIGHT_ON
could you switch on led for me,LIGHT_ON
could you switch off bathroom led right now,LIGHT_OFF
turn off living room light,LIGHT_OFF
switch off living room lamp please,LIGHT_OFF
would you power on garage lamp right now,LIGHT_ON
would you activate garage lamp,LIGHT_ON
can you turn off bathroom led,LIGHT_OFF
could you power on bedroom lights please,LIGHT_ON
can you power on living room lamp,LIGHT_ON
turn on office lights for me,LIGHT_ON
hey turn off hall led,LIGHT_OFF
would you activate hall lights please,LIGHT_ON
start kitchen lights for me,LIGHT_ON
hey start living room lights,LIGHT_ON
can you power on kitchen light for me,LIGHT_ON
could you enable garage led please,LIGHT_ON
would you enable office lights,LIGHT_ON
can you turn on garage lamp for me,LIGHT_ON
hey enable led,LIGHT_ON
could you turn off office lamp,LIGHT_OFF
enable light right now,LIGHT_ON
hey disable hall lights right now,LIGHT_OFF
please stop kitchen light,LIGHT_OFF
can you stop bedroom light right now,LIGHT_OFF
could you enable garage light right now,LIGHT_ON
hey power on garage led for me,LIGHT_ON
hey power off bedroom lights right now,LIGHT_OFF
hey activate office lights right now,LIGHT_ON
would you switch off led for me,LIGHT_OFF
activate bedroom light right now,LIGHT_ON
hey activate garage lamp,LIGHT_ON
please switch off bedroom light right now,LIGHT_OFF
can you activate bathroom lamp right now,LIGHT_ON
would you turn off bedroom light please,LIGHT_OFF
would you turn off bedroom lights right now,LIGHT_OFF
please switch off kitchen lights right now,LIGHT_OFF
please stop bathroom lamp for me,LIGHT_OFF
switch off hall light please,LIGHT_OFF
could you power on kitchen led right now,LIGHT_ON
hey turn on office led right now,LIGHT_ON
turn on bedroom lights right now,LIGHT_ON
can you activate bedroom lights please,LIGHT_ON
can you enable light right now,LIGHT_ON
would you stop bathroom lights please,LIGHT_OFF
hey turn on kitchen lamp,LIGHT_ON
please disable office led please,LIGHT_OFF
hey stop kitchen led right now,LIGHT_OFF
hey activate office light right now,LIGHT_ON
could you switch off bathroom lamp for me,LIGHT_OFF
please power on kitchen led for me,LIGHT_ON
would you activate hall led for me,LIGHT_ON
hey power off garage lights for me,LIGHT_OFF
could you turn on kitchen led for me,LIGHT_ON
disable led for me,LIGHT_OFF
hey power off hall led please,LIGHT_OFF
hey disable garage light right now,LIGHT_OFF
could you deactivate garage light for me,LIGHT_OFF
start garage lamp please,LIGHT_ON
can you turn off bedroom light for me,LIGHT_OFF
hey power off kitchen light for me,LIGHT_OFF
hey power on lamp please,LIGHT_ON
would you switch off garage lamp,LIGHT_OFF
would you stop garage light please,LIGHT_OFF
would you start bedroom lights for me,LIGHT_ON
hey disable kitchen led please,LIGHT_OFF
would you disable garage light right now,LIGHT_OFF
would you enable garage lights for me,LIGHT_ON
hey enable bathroom light right now,LIGHT_ON
hey power on garage lights,LIGHT_ON
please switch on led,LIGHT_ON
please power off light right now,LIGHT_OFF
would you power on bathroom lights right now,LIGHT_ON
power on garage light right now,LIGHT_ON
can you turn off hall lamp for me,LIGHT_OFF
could you disable office lights,LIGHT_OFF
could you turn on garage led for me,LIGHT_ON
please switch off lights right now,LIGHT_OFF
can you disable bedroom led right now,LIGHT_OFF
can you start bathroom led,LIGHT_ON
would you switch on led right now,LIGHT_ON
could you power off light right now,LIGHT_OFF
can you switch off living room lights please,LIGHT_OFF
would you stop bedroom light for me,LIGHT_OFF
please deactivate hall light please,LIGHT_OFF
would you activate bathroom lamp right now,LIGHT_ON
could you activate living room lamp for me,LIGHT_ON
would you power on bedroom light right now,LIGHT_ON
hey deactivate lamp right now,LIGHT_OFF
please enable bathroom light,LIGHT_ON
can you turn on lamp for me,LIGHT_ON
could you turn off light,LIGHT_OFF
can you switch off bathroom light please,LIGHT_OFF
could you power off led right now,LIGHT_OFF
could you power off bathroom led,LIGHT_OFF
hey start bedroom light for me,LIGHT_ON
can you power on garage lamp,LIGHT_ON
can you start kitchen light right now,LIGHT_ON
would you disable hall light for me,LIGHT_OFF
please switch off bedroom lights for me,LIGHT_OFF
disable bedroom lamp right now,LIGHT_OFF
please enable living room led for me,LIGHT_ON
hey power off office light,LIGHT_OFF
can you deactivate kitchen light right now,LIGHT_OFF
could you stop bedroom lights for me,LIGHT_OFF
can you stop living room lights right now,LIGHT_OFF
could you turn on bedroom light right now,LIGHT_ON
please start kitchen led,LIGHT_ON
can you power on hall light,LIGHT_ON
would you turn off garage light for me,LIGHT_OFF
would you power on office led,LIGHT_ON
can you disable living room light please,LIGHT_OFF
please power off light for me,LIGHT_OFF
can you enable office lamp right now,LIGHT_ON
hey power on hall lamp for me,LIGHT_ON
please power off hall led right now,LIGHT_OFF
switch off living room light please,LIGHT_OFF
hey enable office light for me,LIGHT_ON
would you activate kitchen lights for me,LIGHT_ON
please disable kitchen lights please,LIGHT_OFF
hey turn off office light,LIGHT_OFF
can you switch on office lights right now,LIGHT_ON
enable garage light right now,LIGHT_ON
please switch off garage led for me,LIGHT_OFF
hey power on bathroom lamp please,LIGHT_ON
could you activate kitchen led please,LIGHT_ON
would you start kitchen led please,LIGHT_ON
can you power off bedroom lamp,LIGHT_OFF
hey turn off living room lights for me,LIGHT_OFF
please stop living room lamp for me,LIGHT_OFF
could you turn off hall light for me,LIGHT_OFF
can you turn on garage light please,LIGHT_ON
could you start light,LIGHT_ON
could you switch on living room led right now,LIGHT_ON
would you stop bathroom light,LIGHT_OFF
would you turn off garage lamp,LIGHT_OFF
power off living room light,LIGHT_OFF
would you turn on hall lights,LIGHT_ON
would you power on living room lights,LIGHT_ON
can you turn off bedroom led for me,LIGHT_OFF
please deactivate kitchen lamp for me,LIGHT_OFF
would you activate office light right now,LIGHT_ON
hey disable bedroom light for me,LIGHT_OFF
can you enable hall led,LIGHT_ON
would you stop bedroom led for me,LIGHT_OFF
could you enable kitchen light please,LIGHT_ON
would you power off hall lamp please,LIGHT_OFF
could you deactivate kitchen lamp right now,LIGHT_OFF
please turn off hall lamp for me,LIGHT_OFF
can you turn on office light please,LIGHT_ON
switch on led for me,LIGHT_ON
hey disable office led right now,LIGHT_OFF
can you power on office lights,LIGHT_ON
can you power on hall led for me,LIGHT_ON
can you deactivate garage light,LIGHT_OFF
could you disable kitchen led please,LIGHT_OFF
hey turn off bedroom lights for me,LIGHT_OFF
hey enable garage lamp for me,LIGHT_ON
could you switch off hall led please,LIGHT_OFF
would you activate bedroom lamp,LIGHT_ON
would you stop bathroom light please,LIGHT_OFF
enable hall lamp right now,LIGHT_ON
could you enable office lights right now,LIGHT_ON
would you switch off hall light,LIGHT_OFF
please start hall lights for me,LIGHT_ON
please switch on bathroom light for me,LIGHT_ON
could you turn on bedroom led right now,LIGHT_ON
please turn on living room led for me,LIGHT_ON
please power off bedroom lamp for me,LIGHT_OFF
could you turn on light please,LIGHT_ON
could you turn off kitchen led for me,LIGHT_OFF
could you switch on kitchen lights please,LIGHT_ON
can you turn on lights,LIGHT_ON
please start bathroom lamp for me,LIGHT_ON
can you enable office led please,LIGHT_ON
could you disable bathroom lamp,LIGHT_OFF
hey enable bedroom lamp right now,LIGHT_ON
could you turn on kitchen light,LIGHT_ON
please power on bedroom light,LIGHT_ON
can you turn on led for me,LIGHT_ON
could you switch on garage lights for me,LIGHT_ON
could you power off garage led,LIGHT_OFF
please start bedroom lights for me,LIGHT_ON
would you deactivate kitchen light right now,LIGHT_OFF
please disable lights for me,LIGHT_OFF
please enable office light for me,LIGHT_ON
power off bedroom led right now,LIGHT_OFF
hey stop living room light right now,LIGHT_OFF
please disable office light right now,LIGHT_OFF
hey power off hall lamp right now,LIGHT_OFF
could you power on office light for me,LIGHT_ON
please switch off kitchen lights,LIGHT_OFF
could you switch off living room lamp please,LIGHT_OFF
would you switch off bathroom light for me,LIGHT_OFF
hey deactivate hall lamp please,LIGHT_OFF
please power on kitchen lamp,LIGHT_ON
would you deactivate bathroom light right now,LIGHT_OFF
can you deactivate bedroom led for me,LIGHT_OFF
stop office led,LIGHT_OFF
can you stop bathroom lamp please,LIGHT_OFF
power off hall lights for me,LIGHT_OFF
hey disable hall lights,LIGHT_OFF
start garage lamp right now,LIGHT_ON
switch on garage lights for me,LIGHT_ON
please power off office lights for me,LIGHT_OFF
please turn on kitchen lamp for me,LIGHT_ON
could you activate bedroom led right now,LIGHT_ON
please power off bedroom lights right now,LIGHT_OFF
would you power on hall light,LIGHT_ON
please activate bathroom light for me,LIGHT_ON
hey switch off bedroom led for me,LIGHT_OFF
can you start office lamp,LIGHT_ON
can you enable bedroom lamp right now,LIGHT_ON
would you turn off kitchen lights right now,LIGHT_OFF
would you turn on garage lamp for me,LIGHT_ON
hey switch off garage light right now,LIGHT_OFF
would you switch on garage lamp right now,LIGHT_ON
can you activate hall led right now,LIGHT_ON
would you turn on kitchen lights please,LIGHT_ON
can you enable kitchen lights,LIGHT_ON
would you power off garage led,LIGHT_OFF
please turn off office lamp right now,LIGHT_OFF
activate kitchen light for me,LIGHT_ON
switch on office light for me,LIGHT_ON
please start kitchen lamp,LIGHT_ON
can you stop office lights right now,LIGHT_OFF
please deactivate living room led please,LIGHT_OFF
could you enable bathroom led please,LIGHT_ON
start lamp for me,LIGHT_ON
would you power off bathroom lamp right now,LIGHT_OFF
activate garage lamp right now,LIGHT_ON
hey stop bathroom lights please,LIGHT_OFF
can you switch on office led,LIGHT_ON
please stop kitchen lamp right now,LIGHT_OFF
would you turn on office light please,LIGHT_ON
could you activate garage lamp,LIGHT_ON
would you switch on office light right now,LIGHT_ON
power off garage lights,LIGHT_OFF
please power on garage lights please,LIGHT_ON
can you enable bedroom light right now,LIGHT_ON
would you enable bedroom led right now,LIGHT_ON
please turn off bedroom lamp for me,LIGHT_OFF
hey stop garage light,LIGHT_OFF
could you start bathroom led right now,LIGHT_ON
hey switch off lamp for me,LIGHT_OFF
hey turn on garage led please,LIGHT_ON
can you start office light right now,LIGHT_ON
can you start lamp right now,LIGHT_ON
please disable hall lights,LIGHT_OFF
would you disable kitchen led,LIGHT_OFF
would you switch off bathroom lights right now,LIGHT_OFF
would you turn off living room led please,LIGHT_OFF
could you deactivate bedroom lamp right now,LIGHT_OFF
activate garage light,LIGHT_ON
turn off kitchen lights for me,LIGHT_OFF
would you disable lights right now,LIGHT_OFF
disable lamp for me,LIGHT_OFF
hey start bathroom lamp right now,LIGHT_ON
would you power on light for me,LIGHT_ON
please stop garage light,LIGHT_OFF
please enable led please,LIGHT_ON
please activate bathroom led for me,LIGHT_ON
would you turn on bedroom light right now,LIGHT_ON
switch off office led for me,LIGHT_OFF
can you power off garage lights,LIGHT_OFF
start hall light right now,LIGHT_ON
can you switch on bedroom lamp,LIGHT_ON
hey power off hall lamp,LIGHT_OFF
could you disable garage light,LIGHT_OFF
would you power on garage lights please,LIGHT_ON
hey activate living room lights please,LIGHT_ON
would you start hall light right now,LIGHT_ON
would you turn off hall led please,LIGHT_OFF
please start kitchen light please,LIGHT_ON
could you disable office lamp for me,LIGHT_OFF
would you power off living room led right now,LIGHT_OFF
please increase temperature,UNKNOWN
please power off living room led,LIGHT_OFF
could you activate hall lights please,LIGHT_ON
hey turn off office led right now,LIGHT_OFF
please stop bedroom lights please,LIGHT_OFF
turn on led please,LIGHT_ON
hey turn on kitchen led right now,LIGHT_ON
please turn on garage light,LIGHT_ON
would you switch on bathroom lamp please,LIGHT_ON
can you switch on bedroom lights,LIGHT_ON
hey switch on office lights for me,LIGHT_ON
activate garage lamp please,LIGHT_ON
could you power on hall light for me,LIGHT_ON
could you stop lights please,LIGHT_OFF
please activate kitchen lamp please,LIGHT_ON
could you power off bedroom led for me,LIGHT_OFF
can you deactivate light,LIGHT_OFF
could you enable living room led please,LIGHT_ON
please disable light right now,LIGHT_OFF
please activate office lamp right now,LIGHT_ON
can you turn off living room light for me,LIGHT_OFF
would you stop led for me,LIGHT_OFF
could you deactivate kitchen led for me,LIGHT_OFF
can you turn on led,LIGHT_ON
please switch on living room led for me,LIGHT_ON
power off hall lamp,LIGHT_OFF
would you disable hall lamp for me,LIGHT_OFF
hey turn off bedroom lamp,LIGHT_OFF
please power on living room lamp for me,LIGHT_ON
can you enable lights please,LIGHT_ON
hey enable light please,LIGHT_ON
hey stop bathroom light,LIGHT_OFF
please switch off bedroom lamp please,LIGHT_OFF
please switch off hall lights please,LIGHT_OFF
hey disable office light right now,LIGHT_OFF
would you switch off kitchen led please,LIGHT_OFF
please disable hall lights please,LIGHT_OFF
can you deactivate office lights please,LIGHT_OFF
would you switch off kitchen led right now,LIGHT_OFF
would you turn on bedroom light please,LIGHT_ON
would you power on hall lamp please,LIGHT_ON
hey turn on hall lights,LIGHT_ON
could you turn off living room lights,LIGHT_OFF
can you turn on bathroom light right now,LIGHT_ON
could you turn on bathroom lamp for me,LIGHT_ON
hey start kitchen led,LIGHT_ON
can you turn off living room light,LIGHT_OFF
can you activate bathroom light for me,LIGHT_ON
hey switch off kitchen lights for me,LIGHT_OFF
can you enable bathroom lamp please,LIGHT_ON
would you disable kitchen lights for me,LIGHT_OFF
would you activate garage led right now,LIGHT_ON
would you power on bedroom light,LIGHT_ON
turn off lamp for me,LIGHT_OFF
deactivate garage lamp for me,LIGHT_OFF
switch on living room lamp right now,LIGHT_ON
power on kitchen led,LIGHT_ON
would you deactivate kitchen lights right now,LIGHT_OFF
would you enable office led,LIGHT_ON
could you enable lamp for me,LIGHT_ON
activate kitchen led,LIGHT_ON
would you enable bathroom led please,LIGHT_ON
please power off office light right now,LIGHT_OFF
please power on hall led right now,LIGHT_ON
can you enable office lights please,LIGHT_ON
could you power on light for me,LIGHT_ON
would you activate led please,LIGHT_ON
could you stop garage light please,LIGHT_OFF
please turn on light for me,LIGHT_ON
hey activate led for me,LIGHT_ON
can you activate garage led please,LIGHT_ON
could you switch off bedroom lights right now,LIGHT_OFF
would you switch on hall led please,LIGHT_ON
can you disable bathroom lamp for me,LIGHT_OFF
would you turn on office lamp please,LIGHT_ON
would you turn off bedroom lights please,LIGHT_OFF
hey enable bathroom light for me,LIGHT_ON
hey power off bedroom lights please,LIGHT_OFF
can you stop garage lamp,LIGHT_OFF
switch off office lamp,LIGHT_OFF
would you switch on office led please,LIGHT_ON
would you turn on living room light,LIGHT_ON
would you power on office lights right now,LIGHT_ON
please deactivate garage light please,LIGHT_OFF
hey power on living room led for me,LIGHT_ON
hey turn off bedroom led,LIGHT_OFF
can you turn on office lights please,LIGHT_ON
would you deactivate kitchen lamp please,LIGHT_OFF
please switch off kitchen lights please,LIGHT_OFF
turn on bedroom lamp,LIGHT_ON
could you power on bathroom lights for me,LIGHT_ON
hey turn on lamp for me,LIGHT_ON
would you turn on kitchen light for me,LIGHT_ON
turn on office lamp right now,LIGHT_ON
switch on bathroom lights please,LIGHT_ON
would you disable living room led,LIGHT_OFF
could you turn off living room led,LIGHT_OFF
please stop lamp right now,LIGHT_OFF
can you switch on office light please,LIGHT_ON
power on living room lights right now,LIGHT_ON
would you switch on bedroom light for me,LIGHT_ON
start garage lights for me,LIGHT_ON
switch on living room lamp for me,LIGHT_ON
please turn on living room light right now,LIGHT_ON
please turn on kitchen lights right now,LIGHT_ON
power off hall light for me,LIGHT_OFF
please activate bathroom lamp please,LIGHT_ON
power off office lamp please,LIGHT_OFF
hey power off bedroom lamp,LIGHT_OFF
would you power off hall led,LIGHT_OFF
power on bathroom lamp right now,LIGHT_ON
hey switch on kitchen lights for me,LIGHT_ON
hey turn on bedroom lights right now,LIGHT_ON
would you deactivate living room lights,LIGHT_OFF
please turn on living room led,LIGHT_ON
could you turn on office lamp right now,LIGHT_ON
would you disable living room light for me,LIGHT_OFF
please turn off hall led for me,LIGHT_OFF
could you switch off living room lamp for me,LIGHT_OFF
could you activate kitchen lights right now,LIGHT_ON
switch on lights for me,LIGHT_ON
could you switch on light for me,LIGHT_ON
hey enable office led right now,LIGHT_ON
hey activate garage lights,LIGHT_ON
could you stop lamp for me,LIGHT_OFF
please turn on bedroom lamp for me,LIGHT_ON
stop hall lamp,LIGHT_OFF
hey power off lamp,LIGHT_OFF
hey turn on office lights for me,LIGHT_ON
hey stop bedroom lights please,LIGHT_OFF
please power on garage led,LIGHT_ON
could you power on hall light,LIGHT_ON
hey activate lamp please,LIGHT_ON
switch on hall led please,LIGHT_ON
can you switch on bedroom light right now,LIGHT_ON
please deactivate kitchen led,LIGHT_OFF
deactivate office lights right now,LIGHT_OFF
hey activate office lamp,LIGHT_ON
would you power off hall light for me,LIGHT_OFF
could you turn off bathroom lights right now,LIGHT_OFF
turn off light right now,LIGHT_OFF
deactivate bathroom lamp for me,LIGHT_OFF
switch off bathroom lights please,LIGHT_OFF
please start garage light right now,LIGHT_ON
would you turn on living room led please,LIGHT_ON
start garage lamp for me,LIGHT_ON
can you turn on kitchen lights for me,LIGHT_ON
would you turn on living room led right now,LIGHT_ON
can you turn off office led for me,LIGHT_OFF
please activate bathroom lamp right now,LIGHT_ON
please activate office led please,LIGHT_ON
please enable lights,LIGHT_ON
please power on bathroom lamp right now,LIGHT_ON
activate living room lights,LIGHT_ON
turn on kitchen led right now,LIGHT_ON
please activate bedroom lights for me,LIGHT_ON
can you stop office lights please,LIGHT_OFF
hey start bedroom lamp for me,LIGHT_ON
can you power off office lamp,LIGHT_OFF
can you switch on bathroom light right now,LIGHT_ON
can you turn on kitchen lamp please,LIGHT_ON
can you switch on office lamp right now,LIGHT_ON
hey activate hall led,LIGHT_ON
please start bedroom light,LIGHT_ON
can you disable kitchen lamp right now,LIGHT_OFF
can you enable garage led,LIGHT_ON
would you switch on garage lamp,LIGHT_ON
hey turn on bedroom light,LIGHT_ON
would you activate hall light please,LIGHT_ON
please power off hall lights,LIGHT_OFF
could you switch off office lights,LIGHT_OFF
power off bathroom light,LIGHT_OFF
would you power off bathroom lights right now,LIGHT_OFF
start hall led,LIGHT_ON
could you deactivate bedroom led right now,LIGHT_OFF
could you disable kitchen lamp right now,LIGHT_OFF
can you turn off kitchen lamp,LIGHT_OFF
activate lamp,LIGHT_ON
switch on bedroom lamp please,LIGHT_ON
would you power off living room lamp for me,LIGHT_OFF
would you deactivate living room lamp right now,LIGHT_OFF
please activate office lights,LIGHT_ON
could you disable bathroom lights please,LIGHT_OFF
could you power off office lights,LIGHT_OFF
can you disable hall lights,LIGHT_OFF
would you turn on bedroom lights for me,LIGHT_ON
would you enable hall lamp for me,LIGHT_ON
could you start hall lights,LIGHT_ON
what time is it please,UNKNOWN
can you start bedroom lamp,LIGHT_ON
would you turn off bedroom lamp,LIGHT_OFF
hey power off kitchen led for me,LIGHT_OFF
would you activate office lights right now,LIGHT_ON
could you switch off living room light please,LIGHT_OFF
enable bathroom lights,LIGHT_ON
would you turn on bathroom light for me,LIGHT_ON
can you power on kitchen lights for me,LIGHT_ON
could you activate kitchen lamp please,LIGHT_ON
hey disable bathroom lights,LIGHT_OFF
could you stop garage led for me,LIGHT_OFF
power on lamp for me,LIGHT_ON
hey deactivate living room led please,LIGHT_OFF
would you stop garage lights right now,LIGHT_OFF
turn off hall lamp please,LIGHT_OFF
start living room light,LIGHT_ON
please start bathroom led,LIGHT_ON
can you switch off lamp for me,LIGHT_OFF
would you enable hall light right now,LIGHT_ON
can you deactivate hall lights please,LIGHT_OFF
hey switch off light right now,LIGHT_OFF
can you switch off hall light please,LIGHT_OFF
could you turn off office lights right now,LIGHT_OFF
please disable office led right now,LIGHT_OFF
could you power off hall lights right now,LIGHT_OFF
switch off living room lamp right now,LIGHT_OFF
would you turn off light right now,LIGHT_OFF
could you disable garage lamp right now,LIGHT_OFF
please start lamp please,LIGHT_ON
could you switch on office led for me,LIGHT_ON
stop led please,LIGHT_OFF
could you switch off garage led,LIGHT_OFF
could you stop lights for me,LIGHT_OFF
can you turn off living room lights for me,LIGHT_OFF
please turn on bathroom lamp,LIGHT_ON
please power on garage lights for me,LIGHT_ON
stop kitchen light please,LIGHT_OFF
would you stop bedroom led,LIGHT_OFF
please turn on kitchen light for me,LIGHT_ON
could you turn on led,LIGHT_ON
would you switch off garage lamp right now,LIGHT_OFF
would you start office lamp,LIGHT_ON
please power off garage lamp,LIGHT_OFF
stop living room lamp for me,LIGHT_OFF
would you turn off bathroom lamp for me,LIGHT_OFF
would you disable garage led,LIGHT_OFF
can you switch off office lamp please,LIGHT_OFF
hey switch off hall led,LIGHT_OFF
could you turn on hall light for me,LIGHT_ON
disable garage lamp for me,LIGHT_OFF
would you activate office led right now,LIGHT_ON
would you deactivate bathroom light please,LIGHT_OFF
hey start office lamp please,LIGHT_ON
please activate living room light right now,LIGHT_ON
power on hall lamp right now,LIGHT_ON
could you switch off hall light please,LIGHT_OFF
could you start hall lights right now,LIGHT_ON
hey start kitchen light for me,LIGHT_ON
activate living room led right now,LIGHT_ON
can you power off light,LIGHT_OFF
would you activate bedroom led,LIGHT_ON
would you power on led,LIGHT_ON
please deactivate garage lamp for me,LIGHT_OFF
please enable light,LIGHT_ON
hey turn off living room led please,LIGHT_OFF
would you deactivate bathroom light for me,LIGHT_OFF
would you power on bedroom lights,LIGHT_ON
could you switch on kitchen light for me,LIGHT_ON
switch on lamp,LIGHT_ON
would you deactivate hall led please,LIGHT_OFF
disable light,LIGHT_OFF
would you deactivate kitchen lights please,LIGHT_OFF
please turn off kitchen lamp for me,LIGHT_OFF
please activate bathroom lamp,LIGHT_ON
can you stop bedroom light please,LIGHT_OFF
please disable bathroom led,LIGHT_OFF
hey power off bathroom light please,LIGHT_OFF
could you turn on bedroom light for me,LIGHT_ON
could you switch off bedroom light,LIGHT_OFF
hey enable bedroom led,LIGHT_ON
hey enable office lights right now,LIGHT_ON
please switch on garage lights for me,LIGHT_ON
please switch off lights for me,LIGHT_OFF
could you turn off kitchen light,LIGHT_OFF
would you start garage lights for me,LIGHT_ON
please activate kitchen light,LIGHT_ON
could you switch on bedroom lights please,LIGHT_ON
hey power off bathroom lights right now,LIGHT_OFF
can you power on bathroom lamp please,LIGHT_ON
can you turn off lamp please,LIGHT_OFF
switch off office led please,LIGHT_OFF
could you disable lamp for me,LIGHT_OFF
could you disable office light please,LIGHT_OFF
please switch on kitchen lamp for me,LIGHT_ON
could you turn off led for me,LIGHT_OFF
can you turn off garage led please,LIGHT_OFF
please deactivate hall led for me,LIGHT_OFF
disable garage led,LIGHT_OFF
would you disable bedroom light for me,LIGHT_OFF
can you deactivate kitchen led for me,LIGHT_OFF
please power on lamp for me,LIGHT_ON
can you turn off living room led,LIGHT_OFF
start bedroom light for me,LIGHT_ON
enable hall lamp please,LIGHT_ON
can you switch off kitchen led for me,LIGHT_OFF
hey switch off kitchen light,LIGHT_OFF
please stop office led right now,LIGHT_OFF
would you stop hall lights right now,LIGHT_OFF
please deactivate living room lights,LIGHT_OFF
could you power off garage light for me,LIGHT_OFF
would you enable lamp right now,LIGHT_ON
please turn on office lamp for me,LIGHT_ON
activate bedroom light please,LIGHT_ON
would you switch off hall lights for me,LIGHT_OFF
activate bedroom lamp please,LIGHT_ON
switch on bedroom lamp right now,LIGHT_ON
please switch on hall light please,LIGHT_ON
can you switch off lights for me,LIGHT_OFF
would you power off office led right now,LIGHT_OFF
can you activate bathroom led for me,LIGHT_ON
would you power off kitchen lamp please,LIGHT_OFF
please stop kitchen light for me,LIGHT_OFF
hey turn off office led please,LIGHT_OFF
can you power off hall light for me,LIGHT_OFF
would you power off kitchen light right now,LIGHT_OFF
can you switch off bathroom lights please,LIGHT_OFF
hey turn on office lights right now,LIGHT_ON
please enable kitchen lights,LIGHT_ON
power off hall led please,LIGHT_OFF
hey turn on office led for me,LIGHT_ON
can you disable hall lamp please,LIGHT_OFF
hey deactivate kitchen lights right now,LIGHT_OFF
can you deactivate office light right now,LIGHT_OFF
can you enable office led right now,LIGHT_ON
could you activate kitchen lamp right now,LIGHT_ON
could you enable office lamp right now,LIGHT_ON
hey stop office lights please,LIGHT_OFF
hey power off office led please,LIGHT_OFF
would you activate bathroom lamp please,LIGHT_ON
can you power off office light for me,LIGHT_OFF
can you activate office light please,LIGHT_ON
can you turn on hall light for me,LIGHT_ON
could you switch off bathroom light right now,LIGHT_OFF
